CustomerID,Age,Salary,Gender,Country
1622,41,32000,Female,France
1623,62,34000,Female,France
1624,39,12600,Female,Germany
1625,35,60000,Male,Germany
1626,53,45000,Male,Germany
1627,75,14300,Male,Germany
1628,40,42000,Male,Germany
1629,49,45000,Male,England
1630,67,47000,Male,England
1631,57,35000,Male,England
1632,43,37000,Male,England
1633,48,39000,Male,England
1634,65,17600,Female,England
1635,39,65000,Female,England
1636,22,50000,Male,England
1637,60,19300,Male,England
1638,66,29000,Female,England
1639,71,7600,Male,England
1640,63,55000,Female,Germany
1641,35,40000,Male,Germany
1642,32,9300,Female,Germany
1643,68,37000,Male,England
1644,69,40000,Female,England
1645,33,42000,Female,England
1646,28,30000,Male,England
1647,68,32000,Male,England
1648,23,34000,Female,England
1649,34,12600,Male,Germany
1650,59,60000,Female,Germany
1651,29,45000,Male,Germany
1652,49,14300,Female,England
1653,74,42000,Male,England
1654,47,45000,Female,England
1655,62,47000,Female,England
1656,31,35000,Male,England
1657,21,37000,Male,England
1658,41,39000,Female,France
1659,27,17600,Male,France
1660,64,65000,Female,France
1661,55,50000,Male,France
1662,51,19300,Female,France
1663,55,29000,Female,France
1664,30,7600,Female,France
1665,48,55000,Female,Germany
1666,78,40000,Female,France
1667,20,9300,Female,England
1668,62,37000,Female,England
1669,65,40000,Male,France
1670,80,42000,Male,England
1671,49,30000,Male,Germany
1672,29,32000,Male,France
1673,72,34000,Male,Germany
1674,28,12600,Male,France
1675,34,60000,Male,Germany
1676,66,45000,Male,France
1677,45,14300,Male,England
1678,24,42000,Female,England
1679,26,45000,Female,France
1680,54,47000,Male,England
1681,39,35000,Male,Germany
1682,68,37000,Female,France
1683,26,39000,Male,Germany
1684,64,17600,Female,France
1685,72,65000,Male,France
1686,50,50000,Female,France
1687,77,19300,Female,France
1688,56,29000,Male,Germany
1689,59,7600,Female,Germany
1690,56,55000,Female,Germany
1691,20,40000,Male,Germany
1692,68,9300,Male,Germany
1693,51,37000,Female,England
1694,34,40000,Male,England
1695,65,42000,Female,England
1696,72,30000,Male,England
1697,78,32000,Female,England
1698,34,34000,Female,England
1699,31,12600,Female,England
1700,60,60000,Female,England
1701,72,45000,Female,England
1702,55,14300,Female,England
1703,37,42000,Female,England
1704,37,45000,Male,Germany
1705,46,47000,Male,Germany
1706,75,35000,Male,Germany
1707,64,37000,Male,England
1708,75,39000,Male,England
1709,22,17600,Male,England
1710,69,65000,Male,England
1711,57,50000,Male,England
1712,79,19300,Male,England
1713,30,29000,Female,Germany
1714,62,7600,Female,Germany
1715,79,55000,Male,Germany
1716,27,40000,Male,England
1717,59,9300,Female,England
1718,47,37000,Male,England
1719,41,40000,Female,England
1720,76,42000,Male,England
1721,44,30000,Female,England
1722,34,32000,Male,France
1723,56,34000,Female,France
1724,45,12600,Female,France
1725,76,60000,Male,France
1726,72,45000,Male,France
1727,65,14300,Female,France
1728,67,42000,Male,France
1729,54,45000,Female,Germany
1730,66,47000,Male,France
1731,60,35000,Female,England
1732,46,37000,Male,England
1733,74,39000,Female,France
1734,77,17600,Female,England
1735,67,65000,Male,Germany
1736,51,50000,Male,France
1737,74,19300,Female,Germany
1738,32,29000,Male,France
1739,58,7600,Female,Germany
1740,57,55000,Male,France
1741,29,40000,Female,England
1742,41,9300,Female,England
1743,49,37000,Female,France
1744,67,40000,Female,England
1745,69,42000,Female,Germany
1746,32,30000,Female,France
1747,33,32000,Female,Germany
1748,29,34000,Male,France
1749,34,12600,Male,France
1750,67,60000,Male,France
1751,54,45000,Male,France
1752,70,14300,Male,Germany
1753,36,42000,Male,Germany
1754,52,45000,Male,Germany
1755,73,47000,Male,Germany
1756,46,35000,Male,Germany
1757,68,37000,Female,England
1758,39,39000,Female,England
1759,29,17600,Male,England
1760,40,65000,Male,England
1761,55,50000,Female,England
1762,80,19300,Male,England
1763,34,29000,Female,England
1764,52,7600,Male,England
1765,21,55000,Female,England
1766,74,40000,Female,England
1767,21,9300,Male,England
1768,35,37000,Female,Germany
1769,57,40000,Female,Germany
1770,80,42000,Male,Germany
1771,47,30000,Male,England
1772,35,32000,Female,England
1773,25,34000,Male,England
1774,40,12600,Female,England
1775,71,60000,Male,England
1776,25,45000,Female,England
1777,64,14300,Female,Germany
1778,30,42000,Female,Germany
1779,79,45000,Female,Germany
1780,51,47000,Female,England
1781,26,35000,Female,England
1782,47,37000,Female,England
1783,42,39000,Male,England
1784,44,17600,Male,England
1785,48,65000,Male,England
1786,40,50000,Male,France
1787,67,19300,Male,France
1788,25,29000,Male,France
1789,47,7600,Male,France
1790,29,55000,Male,France
1791,61,40000,Male,France
1792,40,9300,Female,France
1793,22,37000,Female,Germany
1794,24,40000,Male,France
1795,35,42000,Male,England
1796,78,30000,Female,England
1797,57,32000,Male,France
1798,62,34000,Female,England
1799,70,12600,Male,Germany
1800,31,60000,Female,France
1801,32,45000,Male,Germany
1802,34,14300,Female,France
1803,56,42000,Female,Germany
1804,23,45000,Male,France
1805,33,47000,Male,England
1806,44,35000,Female,England
1807,80,37000,Male,France
1808,67,39000,Female,England
1809,37,17600,Male,Germany
1810,20,65000,Female,France
1811,45,50000,Male,Germany
1812,29,19300,Female,France
1813,61,29000,Female,France
1814,23,7600,Male,France
1815,74,55000,Male,France
1816,62,40000,Female,Germany
1817,58,9300,Male,Germany
1818,37,37000,Female,Germany
1819,77,40000,Male,Germany
1820,35,42000,Female,Germany
1821,65,30000,Female,England
1822,33,32000,Female,England
1823,72,34000,Female,England
1824,31,12600,Female,England
1825,33,60000,Female,England
1826,74,45000,Female,England
1827,56,14300,Male,England
1828,43,42000,Male,England
1829,74,45000,Male,England
1830,28,47000,Male,England
1831,62,35000,Male,England
1832,25,37000,Male,Germany
1833,67,39000,Male,Germany
1834,57,17600,Male,Germany
1835,63,65000,Male,England
1836,54,50000,Female,England
1837,25,19300,Female,England
1838,67,29000,Male,England
1839,28,7600,Male,England
1840,46,55000,Female,England
1841,47,40000,Male,Germany
1842,46,9300,Female,Germany
1843,54,37000,Male,Germany
1844,77,40000,Female,England
1845,50,42000,Female,England
1846,56,30000,Male,England
1847,31,32000,Female,England
1848,60,34000,Female,England
1849,45,12600,Male,England
1850,57,60000,Male,France
1851,74,45000,Female,France
1852,63,14300,Male,France
1853,34,42000,Female,France
1854,79,45000,Male,France
1855,29,47000,Female,France
1856,25,35000,Female,France
1857,68,37000,Female,Germany
1858,78,39000,Female,France
1859,60,17600,Female,England
1860,67,65000,Female,England
1861,72,50000,Female,France
1862,78,19300,Male,England
1863,80,29000,Male,Germany
1864,31,7600,Male,France
1865,32,55000,Male,Germany
1866,39,40000,Male,France
1867,67,9300,Male,Germany
1868,37,37000,Male,France
1869,60,40000,Male,England
1870,33,42000,Male,England
1871,69,30000,Female,France
1872,57,32000,Female,England
1873,71,34000,Male,Germany
1874,25,12600,Male,France
1875,29,60000,Female,Germany
1876,61,45000,Male,France
1877,58,14300,Female,France
1878,33,42000,Male,France
1879,38,45000,Female,France
1880,56,47000,Male,Germany
1881,21,35000,Female,Germany
1882,54,37000,Female,Germany
1883,49,39000,Male,Germany
1884,78,17600,Male,Germany
1885,53,65000,Female,England
1886,58,50000,Male,England
1887,24,19300,Female,England
1888,50,29000,Male,England
1889,41,7600,Female,England
1890,78,55000,Male,England
1891,57,40000,Female,England
1892,73,9300,Female,England
1893,67,37000,Male,England
1894,45,40000,Male,England
1895,29,42000,Female,England
1896,31,30000,Male,Germany
1897,34,32000,Female,Germany
1898,68,34000,Male,Germany
1899,28,12600,Female,England
1900,60,60000,Female,England
1901,63,45000,Female,England
1902,71,14300,Female,England
1903,24,42000,Female,England
1904,37,45000,Female,England
1905,66,47000,Female,Germany
1906,42,35000,Male,Germany
1907,20,37000,Male,Germany
1908,49,39000,Male,England
1909,26,17600,Male,England
1910,36,65000,Male,England
1911,53,50000,Male,England
1912,24,19300,Male,England
1913,68,29000,Male,England
1914,60,7600,Male,France
1915,42,55000,Female,France
1916,51,40000,Female,France
1917,47,9300,Male,France
1918,28,37000,Male,France
1919,50,40000,Female,France
1920,65,42000,Male,France
1921,70,30000,Female,Germany
1922,50,32000,Male,France
1923,70,34000,Female,England
1924,30,12600,Female,England
1925,66,60000,Male,France
1926,58,45000,Female,England
1927,22,14300,Female,Germany
1928,38,42000,Male,France
1929,67,45000,Male,Germany
1930,44,47000,Female,France
1931,60,35000,Male,Germany
1932,32,37000,Female,France
1933,43,39000,Male,England
1934,44,17600,Female,England
1935,43,65000,Female,France
1936,75,50000,Female,England
1937,79,19300,Female,Germany
1938,38,29000,Female,France
1939,58,7600,Female,Germany
1940,68,55000,Female,France
1941,31,40000,Male,France
1942,46,9300,Male,France
1943,75,37000,Male,France
1944,36,40000,Male,Germany
1945,74,42000,Male,Germany
1946,56,30000,Male,Germany
1947,50,32000,Male,Germany
1948,38,34000,Male,Germany
1949,79,12600,Male,England
1950,49,60000,Female,England
1951,26,45000,Female,England
1952,50,14300,Male,England
1953,48,42000,Male,England
1954,29,45000,Female,England
1955,36,47000,Male,England
1956,69,35000,Female,England
1957,48,37000,Male,England
1958,62,39000,Female,England
1959,75,17600,Male,England
1960,35,65000,Female,Germany
1961,47,50000,Female,Germany
1962,31,19300,Male,Germany
1963,24,29000,Male,England
1964,20,7600,Female,England
1965,55,55000,Male,England
1966,31,40000,Female,England
1967,51,9300,Male,England
1968,35,37000,Female,England
1969,80,40000,Male,Germany
1970,44,42000,Female,Germany
1971,36,30000,Female,Germany
1972,38,32000,Male,England
1973,28,34000,Male,England
1974,27,12600,Female,England
1975,41,60000,Male,England
1976,66,45000,Female,England
1977,41,14300,Male,England
1978,27,42000,Female,France
1979,79,45000,Female,France
1980,28,47000,Female,France
1981,77,35000,Female,France
1982,38,37000,Female,France
1983,57,39000,Female,France
1984,50,17600,Female,France
1985,24,65000,Male,Germany
1986,57,50000,Male,France
1987,33,19300,Male,England
1988,47,29000,Male,England
1989,60,7600,Male,France
1990,47,55000,Male,England
1991,43,40000,Male,Germany
1992,79,9300,Male,France
1993,73,37000,Male,Germany
1994,23,40000,Female,France
1995,66,42000,Female,Germany
1996,70,30000,Male,France
1997,61,32000,Male,England
1998,68,34000,Female,England
1999,39,12600,Male,France
2000,21,60000,Female,England
2001,44,45000,Male,Germany
2002,61,14300,Female,France
2003,35,42000,Female,Germany
2004,70,45000,Male,France
2005,38,47000,Female,France
2006,29,35000,Female,France
2007,50,37000,Male,France
2008,40,39000,Male,Germany
2009,74,17600,Female,Germany
2010,36,65000,Male,Germany
2011,75,50000,Female,Germany
2012,62,19300,Male,Germany
2013,70,29000,Female,England
2014,76,7600,Female,England
2015,67,55000,Female,England
2016,77,40000,Female,England
2017,58,9300,Female,England
2018,77,37000,Female,England
2019,26,40000,Female,England
2020,50,42000,Male,England
2021,62,30000,Male,England
2022,38,32000,Male,England
2023,27,34000,Male,England
2024,29,12600,Male,Germany
2025,62,60000,Male,Germany
2026,59,45000,Male,Germany
2027,26,14300,Male,England
2028,59,42000,Male,England
2029,64,45000,Female,England
2030,56,47000,Female,England
2031,28,35000,Male,England
2032,71,37000,Male,England
2033,69,39000,Female,Germany
2034,43,17600,Male,Germany
2035,75,65000,Female,Germany
2036,66,50000,Male,England
2037,50,19300,Female,England
2038,48,29000,Male,England
2039,67,7600,Female,England
2040,28,55000,Female,England
2041,38,40000,Male,England
2042,37,9300,Male,France
2043,51,37000,Female,France
2044,57,40000,Male,France
2045,34,42000,Female,France
2046,47,30000,Male,France
2047,67,32000,Female,France
2048,24,34000,Male,France
2049,32,12600,Female,Germany
2050,58,60000,Female,France
2051,39,45000,Male,England
2052,75,14300,Male,England
2053,27,42000,Female,France
2054,74,45000,Male,England
2055,43,47000,Female,Germany
2056,75,35000,Male,France
2057,36,37000,Female,Germany
2058,77,39000,Female,France
2059,53,17600,Female,Germany
2060,73,65000,Female,France
2061,79,50000,Female,England
2062,31,19300,Female,England
2063,63,29000,Female,France
2064,25,7600,Male,England
2065,31,55000,Male,Germany
2066,69,40000,Male,France
2067,24,9300,Male,Germany
2068,51,37000,Male,France
2069,22,40000,Male,France
2070,80,42000,Male,France
2071,51,30000,Male,France
2072,63,32000,Male,Germany
2073,54,34000,Female,Germany
2074,79,12600,Female,Germany
2075,68,60000,Male,Germany
2076,48,45000,Male,Germany
2077,21,14300,Female,England
2078,46,42000,Male,England
2079,60,45000,Female,England
2080,26,47000,Male,England
2081,54,35000,Female,England
2082,54,37000,Female,England
2083,53,39000,Male,England
2084,78,17600,Female,England
2085,29,65000,Female,England
2086,78,50000,Male,England
2087,25,19300,Male,England
2088,52,29000,Female,Germany
2089,37,7600,Male,Germany
2090,25,55000,Female,Germany
2091,73,40000,Male,England
2092,32,9300,Female,England
2093,58,37000,Female,England
2094,49,40000,Female,England
2095,58,42000,Female,England
2096,71,30000,Female,England
2097,59,32000,Female,Germany
2098,52,34000,Female,Germany
2099,76,12600,Male,Germany
2100,63,60000,Male,England
2101,32,45000,Male,England
2102,59,14300,Male,England
2103,70,42000,Male,England
2104,59,45000,Male,England
2105,70,47000,Male,England
2106,23,35000,Male,France
2107,22,37000,Male,France
2108,43,39000,Female,France
2109,31,17600,Female,France
2110,56,65000,Male,France
2111,60,50000,Male,France
2112,31,19300,Female,France
2113,59,29000,Male,Germany
2114,62,7600,Female,France
2115,53,55000,Male,England
2116,57,40000,Female,England
2117,61,9300,Male,France
2118,54,37000,Female,England
2119,54,40000,Female,Germany
2120,39,42000,Male,France
2121,43,30000,Male,Germany
2122,47,32000,Female,France
2123,65,34000,Male,Germany
2124,43,12600,Female,France
2125,49,60000,Male,England
2126,29,45000,Female,England
2127,63,14300,Male,France
2128,23,42000,Female,England
2129,66,45000,Female,Germany
2130,49,47000,Male,France
2131,51,35000,Male,Germany
2132,62,37000,Female,France
2133,47,39000,Male,France
2134,56,17600,Female,France
2135,37,65000,Male,France
2136,42,50000,Female,Germany
2137,49,19300,Female,Germany
2138,57,29000,Female,Germany
2139,75,7600,Female,Germany
2140,46,55000,Female,Germany
2141,58,40000,Female,England
2142,67,9300,Female,England
2143,36,37000,Male,England
2144,64,40000,Male,England
2145,60,42000,Male,England
2146,61,30000,Male,England
2147,77,32000,Male,England
2148,70,34000,Male,England
2149,21,12600,Male,England
2150,67,60000,Male,England
2151,50,45000,Male,England
2152,39,14300,Female,Germany
2153,48,42000,Female,Germany
2154,35,45000,Male,Germany
2155,20,47000,Male,England
2156,43,35000,Female,England
2157,22,37000,Male,England
2158,30,39000,Female,England
2159,25,17600,Male,England
2160,50,65000,Female,England
2161,57,50000,Female,Germany
2162,32,19300,Male,Germany
2163,74,29000,Female,Germany
2164,35,7600,Female,England
2165,76,55000,Male,England
2166,64,40000,Male,England
2167,73,9300,Female,England
2168,73,37000,Male,England
2169,59,40000,Female,England
2170,57,42000,Male,France
2171,20,30000,Female,France
2172,65,32000,Female,France
2173,75,34000,Female,France
2174,39,12600,Female,France
2175,68,60000,Female,France
2176,71,45000,Female,France
2177,75,14300,Female,Germany
2178,70,42000,Male,France
2179,55,45000,Male,England
2180,30,47000,Male,England
2181,68,35000,Male,France
2182,21,37000,Male,England
2183,69,39000,Male,Germany
2184,47,17600,Male,France
2185,58,65000,Male,Germany
2186,37,50000,Male,France
2187,62,19300,Female,Germany
2188,50,29000,Female,France
2189,35,7600,Male,England
2190,33,55000,Male,England
2191,69,40000,Female,France
2192,58,9300,Male,England
2193,46,37000,Female,Germany
2194,24,40000,Male,France
2195,66,42000,Female,Germany
2196,63,30000,Male,France
2197,59,32000,Female,France
2198,69,34000,Female,France
2199,62,12600,Male,France
2200,33,60000,Male,Germany
2201,74,45000,Female,Germany
2202,20,14300,Male,Germany
2203,25,42000,Female,Germany
2204,60,45000,Male,Germany
2205,54,47000,Female,England
2206,79,35000,Male,England
2207,32,37000,Female,England
2208,27,39000,Female,England
2209,47,17600,Male,England
2210,66,65000,Male,England
2211,33,50000,Female,England
2212,28,19300,Male,England
2213,38,29000,Female,England
2214,43,7600,Male,England
2215,80,55000,Female,England
2216,73,40000,Female,Germany
2217,56,9300,Female,Germany
2218,79,37000,Female,Germany
2219,34,40000,Female,England
2220,80,42000,Female,England
2221,67,30000,Female,England
2222,45,32000,Male,England
2223,76,34000,Male,England
2224,58,12600,Male,England
2225,41,60000,Male,Germany
2226,73,45000,Male,Germany
2227,25,14300,Male,Germany
2228,46,42000,Male,England
2229,45,45000,Male,England
2230,27,47000,Male,England
2231,40,35000,Female,England
2232,58,37000,Female,England
2233,32,39000,Male,England
2234,80,17600,Male,France
2235,36,65000,Female,France
2236,70,50000,Male,France
2237,30,19300,Female,France
2238,57,29000,Male,France
2239,51,7600,Female,France
2240,61,55000,Female,France
2241,79,40000,Male,Germany
2242,23,9300,Female,France
2243,54,37000,Female,England
2244,53,40000,Male,England
2245,57,42000,Male,France
2246,67,30000,Female,England
2247,73,32000,Male,Germany
2248,32,34000,Female,France
2249,25,12600,Male,Germany
2250,80,60000,Female,France
2251,55,45000,Female,Germany
2252,46,14300,Female,France
2253,42,42000,Female,England
2254,58,45000,Female,England
2255,75,47000,Female,France
2256,33,35000,Female,England
2257,31,37000,Male,Germany
2258,58,39000,Male,France
2259,71,17600,Male,Germany
2260,34,65000,Male,France
2261,72,50000,Male,France
2262,36,19300,Male,France
2263,30,29000,Male,France
2264,57,7600,Male,Germany
2265,56,55000,Male,Germany
2266,65,40000,Female,Germany
2267,39,9300,Female,Germany
2268,38,37000,Male,Germany
2269,32,40000,Male,England
2270,21,42000,Female,England
2271,45,30000,Male,England
2272,51,32000,Female,England
2273,63,34000,Male,England
2274,69,12600,Female,England
2275,52,60000,Male,England
2276,37,45000,Female,England
2277,52,14300,Female,England
2278,54,42000,Male,England
2279,78,45000,Male,England
2280,71,47000,Female,Germany
2281,45,35000,Male,Germany
2282,38,37000,Female,Germany
2283,51,39000,Male,England
2284,48,17600,Female,England
2285,31,65000,Male,England
2286,63,50000,Female,England
2287,69,19300,Female,England
2288,59,29000,Male,England
2289,26,7600,Male,Germany
2290,62,55000,Female,Germany
2291,42,40000,Male,Germany
2292,28,9300,Female,England
2293,37,37000,Male,England
2294,48,40000,Female,England
2295,50,42000,Female,England
2296,67,30000,Female,England
2297,56,32000,Female,England
2298,28,34000,Female,France
2299,50,12600,Female,France
2300,56,60000,Female,France
2301,27,45000,Male,France
2302,41,14300,Male,France
2303,54,42000,Male,France
2304,63,45000,Male,France
2305,33,47000,Male,Germany
2306,66,35000,Male,France
2307,65,37000,Male,England
2308,30,39000,Male,England
2309,43,17600,Male,France
2310,23,65000,Female,England
2311,79,50000,Female,Germany
2312,76,19300,Male,France
2313,32,29000,Male,Germany
2314,26,7600,Female,France
2315,49,55000,Male,Germany
2316,39,40000,Female,France
2317,39,9300,Male,England
2318,34,37000,Female,England
2319,33,40000,Female,France
2320,52,42000,Male,England
2321,27,30000,Female,Germany
2322,38,32000,Female,France
2323,49,34000,Male,Germany
2324,27,12600,Male,France
2325,48,60000,Female,France
2326,45,45000,Male,France
2327,41,14300,Female,France
2328,35,42000,Male,Germany
2329,66,45000,Female,Germany
2330,60,47000,Female,Germany
2331,26,35000,Female,Germany
2332,43,37000,Female,Germany
2333,57,39000,Female,England
2334,54,17600,Female,England
2335,40,65000,Female,England
2336,28,50000,Male,England
2337,38,19300,Male,England
2338,51,29000,Male,England
2339,55,7600,Male,England
2340,45,55000,Male,England
2341,62,40000,Male,England
2342,61,9300,Male,England
2343,71,37000,Male,England
2344,30,40000,Male,Germany
2345,55,42000,Female,Germany
2346,39,30000,Female,Germany
2347,31,32000,Male,England
2348,26,34000,Male,England
2349,46,12600,Female,England
2350,47,60000,Male,England
2351,42,45000,Female,England
2352,34,14300,Male,England
2353,26,42000,Female,Germany
2354,47,45000,Male,Germany
2355,78,47000,Female,Germany
2356,47,35000,Female,England
2357,25,37000,Male,England
2358,22,39000,Male,England
2359,39,17600,Female,England
2360,27,65000,Male,England
2361,46,50000,Female,England
2362,31,19300,Male,France
2363,68,29000,Female,France
2364,75,7600,Male,France
2365,36,55000,Female,France
2366,43,40000,Female,France
2367,64,9300,Male,France
2368,49,37000,Male,France
2369,37,40000,Female,Germany
2370,33,42000,Male,France
2371,62,30000,Female,England
2372,54,32000,Male,England
2373,75,34000,Female,France
2374,65,12600,Female,England
2375,50,60000,Female,Germany
2376,27,45000,Female,France
2377,30,14300,Female,Germany
2378,48,42000,Female,France
2379,56,45000,Female,Germany
2380,65,47000,Male,France
2381,52,35000,Male,England
2382,70,37000,Male,England
2383,68,39000,Male,France
2384,34,17600,Male,England
2385,70,65000,Male,Germany
2386,52,50000,Male,France
2387,26,19300,Male,Germany
2388,25,29000,Male,France
2389,74,7600,Female,France
2390,70,55000,Female,France
2391,53,40000,Male,France
2392,70,9300,Male,Germany
2393,29,37000,Female,Germany
2394,74,40000,Male,Germany
2395,55,42000,Female,Germany
2396,45,30000,Male,Germany
2397,65,32000,Female,England
2398,65,34000,Female,England
2399,79,12600,Male,England
2400,26,60000,Female,England
2401,41,45000,Female,England
2402,34,14300,Male,England
2403,44,42000,Male,England
2404,74,45000,Female,England
2405,20,47000,Male,England
2406,69,35000,Female,England
2407,34,37000,Male,England
2408,24,39000,Female,Germany
2409,29,17600,Female,Germany
2410,76,65000,Female,Germany
2411,70,50000,Female,England
2412,71,19300,Female,England
2413,34,29000,Female,England
2414,72,7600,Female,England
2415,43,55000,Male,England
2416,45,40000,Male,England
2417,37,9300,Male,Germany
2418,28,37000,Male,Germany
2419,30,40000,Male,Germany
2420,53,42000,Male,England
2421,57,30000,Male,England
2422,76,32000,Male,England
2423,78,34000,Male,England
2424,49,12600,Female,England
2425,51,60000,Female,England
2426,26,45000,Male,France
2427,74,14300,Male,France
2428,43,42000,Female,France
2429,54,45000,Male,France
2430,64,47000,Female,France
2431,67,35000,Male,France
2432,68,37000,Female,France
2433,74,39000,Male,Germany
2434,27,17600,Female,France
2435,78,65000,Female,England
2436,21,50000,Male,England
2437,61,19300,Male,France
2438,45,29000,Female,England
2439,27,7600,Male,Germany
2440,52,55000,Female,France
2441,38,40000,Male,Germany
2442,77,9300,Female,France
2443,43,37000,Male,Germany
2444,78,40000,Female,France
2445,66,42000,Female,England
2446,31,30000,Male,England
2447,73,32000,Male,France
2448,62,34000,Female,England
2449,37,12600,Male,Germany
2450,36,60000,Female,France
2451,58,45000,Male,Germany
2452,40,14300,Female,France
2453,75,42000,Female,France
2454,40,45000,Female,France
2455,37,47000,Female,France
2456,77,35000,Female,Germany
2457,38,37000,Female,Germany
2458,49,39000,Female,Germany
2459,44,17600,Male,Germany
2460,50,65000,Male,Germany
2461,64,50000,Male,England
2462,67,19300,Male,England
2463,47,29000,Male,England
2464,27,7600,Male,England
2465,35,55000,Male,England
2466,75,40000,Male,England
2467,25,9300,Male,England
2468,66,37000,Female,England
2469,22,40000,Female,England
2470,35,42000,Male,England
2471,46,30000,Male,England
2472,45,32000,Female,Germany
2473,43,34000,Male,Germany
2474,33,12600,Female,Germany
2475,20,60000,Male,England
2476,52,45000,Female,England
2477,66,14300,Female,England
2478,36,42000,Male,England
2479,20,45000,Female,England
2480,54,47000,Female,England
2481,50,35000,Male,Germany
2482,49,37000,Male,Germany
2483,23,39000,Female,Germany
2484,38,17600,Male,England
2485,61,65000,Female,England
2486,48,50000,Male,England
2487,30,19300,Female,England
2488,55,29000,Female,England
2489,31,7600,Female,England
2490,77,55000,Female,France
2491,48,40000,Female,France
2492,38,9300,Female,France
2493,66,37000,Female,France
2494,72,40000,Male,France
2495,54,42000,Male,France
2496,71,30000,Male,France
2497,47,32000,Male,Germany
2498,73,34000,Male,France
2499,74,12600,Male,England
2500,25,60000,Male,England
2501,25,45000,Male,France
2502,56,14300,Male,England
2503,74,42000,Female,Germany
2504,23,45000,Female,France
2505,62,47000,Male,Germany
2506,77,35000,Male,France
2507,34,37000,Female,Germany
2508,35,39000,Male,France
2509,42,17600,Female,England
2510,36,65000,Male,England
2511,29,50000,Female,France
2512,53,19300,Male,England
2513,59,29000,Female,Germany
2514,33,7600,Female,France
2515,68,55000,Male,Germany
2516,36,40000,Male,France
2517,59,9300,Female,France
2518,27,37000,Male,France
2519,22,40000,Female,France
2520,67,42000,Male,Germany
2521,28,30000,Female,Germany
2522,47,32000,Male,Germany
2523,33,34000,Female,Germany
2524,46,12600,Female,Germany
2525,24,60000,Male,England
2526,49,45000,Male,England
2527,21,14300,Female,England
2528,55,42000,Male,England
2529,62,45000,Female,England
2530,32,47000,Male,England
2531,55,35000,Female,England
2532,79,37000,Female,England
2533,45,39000,Female,England
2534,52,17600,Female,England
2535,28,65000,Female,England
2536,72,50000,Female,Germany
2537,48,19300,Female,Germany
2538,50,29000,Male,Germany
2539,27,7600,Male,England
2540,33,55000,Male,England
2541,28,40000,Male,England
2542,71,9300,Male,England
2543,50,37000,Male,England
2544,45,40000,Male,England
2545,61,42000,Male,Germany
2546,73,30000,Male,Germany
2547,61,32000,Female,Germany
2548,69,34000,Female,England
2549,54,12600,Male,England
2550,26,60000,Male,England
2551,41,45000,Female,England
2552,59,14300,Male,England
2553,41,42000,Female,England
2554,39,45000,Male,France
2555,63,47000,Female,France
2556,79,35000,Female,France
2557,52,37000,Male,France
2558,72,39000,Female,France
2559,32,17600,Female,France
2560,42,65000,Male,France
2561,25,50000,Male,Germany
2562,58,19300,Female,France
2563,78,29000,Male,England
2564,78,7600,Female,England
2565,40,55000,Male,France
2566,25,40000,Female,England
2567,33,9300,Female,Germany
2568,25,37000,Female,France
2569,47,40000,Female,Germany
2570,69,42000,Female,France
2571,62,30000,Female,Germany
2572,52,32000,Female,France
2573,38,34000,Male,England
2574,36,12600,Male,England
2575,36,60000,Male,France
2576,27,45000,Male,England
2577,44,14300,Male,Germany
2578,50,42000,Male,France
2579,20,45000,Male,Germany
2580,46,47000,Male,France
2581,77,35000,Male,France
2582,45,37000,Female,France
2583,72,39000,Female,France
2584,25,17600,Male,Germany
2585,55,65000,Male,Germany
2586,44,50000,Female,Germany
2587,42,19300,Male,Germany
2588,26,29000,Female,Germany
2589,65,7600,Male,England
2590,80,55000,Female,England
2591,33,40000,Male,England
2592,45,9300,Female,England
2593,64,37000,Female,England
2594,76,40000,Male,England
2595,74,42000,Male,England
2596,64,30000,Female,England
2597,71,32000,Male,England
2598,33,34000,Female,England
2599,55,12600,Male,England
2600,67,60000,Female,Germany
2601,25,45000,Male,Germany
2602,49,14300,Female,Germany
2603,23,42000,Female,England
2604,79,45000,Male,England
2605,71,47000,Male,England
2606,80,35000,Female,England
2607,57,37000,Male,England
2608,48,39000,Female,England
2609,45,17600,Male,Germany
2610,58,65000,Female,Germany
2611,44,50000,Female,Germany
2612,24,19300,Female,England
2613,43,29000,Female,England
2614,49,7600,Female,England
2615,55,55000,Female,England
2616,29,40000,Female,England
2617,69,9300,Male,England
2618,48,37000,Male,France
2619,73,40000,Male,France
2620,63,42000,Male,France
2621,57,30000,Male,France
2622,62,32000,Male,France
2623,57,34000,Male,France
2624,41,12600,Male,France
2625,33,60000,Male,Germany
2626,58,45000,Female,France
2627,56,14300,Female,England
2628,70,42000,Male,England
2629,69,45000,Male,France
2630,50,47000,Female,England
2631,52,35000,Male,Germany
2632,68,37000,Female,France
2633,64,39000,Male,Germany
2634,29,17600,Female,France
2635,53,65000,Female,Germany
2636,75,50000,Male,France
2637,71,19300,Female,England
2638,51,29000,Female,England
2639,52,7600,Male,France
2640,23,55000,Male,England
2641,74,40000,Female,Germany
2642,63,9300,Male,France
2643,66,37000,Female,Germany
2644,44,40000,Male,France
2645,75,42000,Female,France
2646,22,30000,Female,France
2647,21,32000,Female,France
2648,76,34000,Female,Germany
2649,68,12600,Female,Germany
2650,41,60000,Female,Germany
2651,77,45000,Female,Germany
2652,38,14300,Male,Germany
2653,48,42000,Male,England
